year	hadcrut4	gistemp	noaa	berkeley	cowtan_way
1924	0.02823809523809523	-0.06095238095238095	-0.04242063492063494	0.06795238095238099	0.09362698412698411
1925	0.10723809523809522	-0.010952380952380936	0.020079365079365086	0.106952380952381	0.12537698412698411
1926	0.2142380952380952	0.09904761904761906	0.12757936507936507	0.25295238095238104	0.2662103174603175
1927	0.11223809523809522	-0.010952380952380936	0.02757936507936512	0.13295238095238102	0.16137698412698412
1928	0.1162380952380952	0.009047619047619054	0.01674603174603176	0.15695238095238098	0.1845436507936508
1929	-0.027761904761904765	-0.15095238095238092	-0.1299206349206349	-0.036047619047618995	0.003460317460317497
1930	0.18523809523809523	0.04904761904761906	0.08757936507936506	0.19395238095238101	0.22521031746031747
1931	0.23523809523809522	0.11904761904761907	0.13507936507936508	0.24995238095238098	0.28421031746031744
1932	0.18523809523809523	0.04904761904761906	0.0684126984126984	0.207952380952381	0.23637698412698416
1933	0.04923809523809519	-0.08095238095238091	-0.05825396825396825	0.023952380952381003	0.07629365079365075
1934	0.1912380952380952	0.07904761904761906	0.0884126984126984	0.161952380952381	0.2142936507936508
1935	0.1442380952380952	0.009047619047619054	0.04174603174603178	0.114952380952381	0.1825436507936508
1936	0.17523809523809522	0.05904761904761907	0.08007936507936507	0.17095238095238102	0.22421031746031744
1937	0.2962380952380952	0.17904761904761907	0.18841269841269842	0.341952380952381	0.37471031746031747
1938	0.3162380952380952	0.20904761904761907	0.17924603174603176	0.345952380952381	0.3690436507936508
1939	0.2702380952380952	0.18904761904761908	0.20674603174603176	0.320952380952381	0.3456269841269841
1940	0.3362380952380952	0.33904761904761904	0.3559126984126984	0.418952380952381	0.42671031746031746
1941	0.34223809523809523	0.3990476190476191	0.47091269841269845	0.381952380952381	0.41229365079365077
1942	0.2952380952380952	0.2790476190476191	0.30674603174603177	0.341952380952381	0.36171031746031745
1943	0.3182380952380952	0.29904761904761906	0.30507936507936506	0.382952380952381	0.39637698412698413
1944	0.46623809523809523	0.4090476190476191	0.4800793650793651	0.476952380952381	0.5040436507936508
1945	0.34723809523809523	0.29904761904761906	0.3792460317460318	0.350952380952381	0.3758769841269841
1946	0.2512380952380952	0.13904761904761906	0.19174603174603178	0.275952380952381	0.2890436507936508
1947	0.28423809523809523	0.17904761904761907	0.16591269841269843	0.373952380952381	0.35871031746031745
1948	0.28323809523809523	0.09904761904761906	0.1459126984126984	0.266952380952381	0.2880436507936508
1949	0.2482380952380952	0.09904761904761906	0.12674603174603175	0.22995238095238102	0.24137698412698416
1950	0.1492380952380952	0.03904761904761905	0.04757936507936508	0.161952380952381	0.1558769841269841
1951	0.2702380952380952	0.13904761904761906	0.20091269841269843	0.334952380952381	0.3268769841269841
1952	0.35023809523809524	0.21904761904761907	0.24591269841269842	0.407952380952381	0.4021269841269841
1953	0.4192380952380952	0.28904761904761905	0.3292460317460318	0.468952380952381	0.46637698412698414
1954	0.1932380952380952	0.07904761904761906	0.10007936507936509	0.272952380952381	0.2641269841269841
1955	0.1322380952380952	0.06904761904761905	0.06924603174603178	0.222952380952381	0.19596031746031745
1956	0.0552380952380952	0.019047619047619063	0.017579365079365084	0.149952380952381	0.1400436507936508
1957	0.3152380952380952	0.2590476190476191	0.2700793650793651	0.382952380952381	0.3647936507936508
1958	0.3682380952380952	0.2690476190476191	0.32341269841269843	0.393952380952381	0.3852103174603175
1959	0.3392380952380952	0.23904761904761906	0.27924603174603174	0.372952380952381	0.3564603174603175
1960	0.2732380952380952	0.17904761904761907	0.24841269841269842	0.318952380952381	0.30971031746031746
1961	0.3602380952380952	0.2690476190476191	0.29424603174603176	0.403952380952381	0.38504365079365077
1962	0.3362380952380952	0.23904761904761906	0.3059126984126984	0.355952380952381	0.35621031746031745
1963	0.3702380952380952	0.2590476190476191	0.3192460317460317	0.394952380952381	0.39346031746031745
1964	0.09923809523809521	0.009047619047619054	0.056746031746031766	0.121952380952381	0.11762698412698411
1965	0.1822380952380952	0.09904761904761906	0.12924603174603175	0.226952380952381	0.2159603174603175
1966	0.2542380952380952	0.14904761904761907	0.1900793650793651	0.294952380952381	0.28329365079365076
1967	0.2482380952380952	0.18904761904761908	0.19841269841269843	0.339952380952381	0.31954365079365077
1968	0.20923809523809522	0.12904761904761908	0.17257936507936508	0.275952380952381	0.2606269841269841
1969	0.35423809523809524	0.2590476190476191	0.30507936507936506	0.42195238095238097	0.40129365079365076
1970	0.2952380952380952	0.23904761904761906	0.2575793650793651	0.357952380952381	0.34046031746031746
1971	0.13623809523809519	0.12904761904761908	0.13341269841269843	0.22895238095238102	0.2032936507936508
1972	0.2572380952380952	0.21904761904761907	0.23591269841269843	0.320952380952381	0.28821031746031744
1973	0.3842380952380952	0.36904761904761907	0.3934126984126984	0.449952380952381	0.4156269841269841
1974	0.10823809523809522	0.13904761904761906	0.1384126984126984	0.22495238095238101	0.17904365079365078
1975	0.17323809523809522	0.19904761904761906	0.2125793650793651	0.285952380952381	0.23471031746031745
1976	0.08123809523809519	0.10904761904761906	0.13257936507936507	0.179952380952381	0.12412698412698411
1977	0.3692380952380952	0.3890476190476191	0.41174603174603175	0.481952380952381	0.4160436507936508
1978	0.2602380952380952	0.2790476190476191	0.31507936507936507	0.353952380952381	0.30462698412698413
1979	0.3792380952380952	0.3790476190476191	0.42674603174603176	0.438952380952381	0.3877936507936508
1980	0.4142380952380952	0.46904761904761905	0.4817460317460318	0.560952380952381	0.49712698412698414
1981	0.4622380952380952	0.5290476190476191	0.5234126984126984	0.605952380952381	0.5433769841269841
1982	0.3332380952380952	0.34904761904761905	0.39174603174603173	0.393952380952381	0.3482936507936508
1983	0.5162380952380952	0.5190476190476191	0.5584126984126984	0.584952380952381	0.5343769841269841
1984	0.3082380952380952	0.36904761904761907	0.3667460317460317	0.41695238095238096	0.3652936507936508
1985	0.2922380952380952	0.32904761904761903	0.3584126984126984	0.406952380952381	0.34971031746031744
1986	0.3672380952380952	0.3890476190476191	0.4350793650793651	0.461952380952381	0.3940436507936508
1987	0.5142380952380952	0.5290476190476191	0.5817460317460318	0.595952380952381	0.5260436507936508
1988	0.5202380952380952	0.599047619047619	0.592579365079365	0.635952380952381	0.5777103174603174
1989	0.4402380952380952	0.47904761904761906	0.4934126984126984	0.5179523809523809	0.4675436507936508
1990	0.6182380952380953	0.6590476190476191	0.6492460317460318	0.712952380952381	0.6555436507936507
1991	0.5762380952380952	0.6190476190476191	0.5892460317460317	0.694952380952381	0.6419603174603175
1992	0.4272380952380952	0.42904761904761907	0.4367460317460317	0.5099523809523809	0.4507936507936508
1993	0.47023809523809523	0.4390476190476191	0.4800793650793651	0.5409523809523811	0.4925436507936508
1994	0.5302380952380952	0.5290476190476191	0.5450793650793652	0.596952380952381	0.5611269841269841
1995	0.6472380952380952	0.6590476190476191	0.6684126984126985	0.7439523809523809	0.6862103174603175
1996	0.5052380952380953	0.5390476190476191	0.5234126984126984	0.6459523809523811	0.5844603174603175
1997	0.7122380952380952	0.6790476190476191	0.7134126984126984	0.7809523809523811	0.7344603174603175
1998	0.8612380952380952	0.819047619047619	0.8517460317460317	0.937952380952381	0.8873769841269838
1999	0.6282380952380953	0.599047619047619	0.6392460317460317	0.702952380952381	0.6442936507936509
2000	0.6162380952380953	0.6090476190476191	0.6259126984126985	0.714952380952381	0.6587936507936508
2001	0.7632380952380953	0.7490476190476191	0.7700793650793651	0.851952380952381	0.8106269841269842
2002	0.8182380952380952	0.839047619047619	0.8217460317460317	0.938952380952381	0.8757103174603174
2003	0.8272380952380952	0.829047619047619	0.8400793650793652	0.9169523809523811	0.8772103174603174
2004	0.7692380952380953	0.7490476190476191	0.7834126984126983	0.8269523809523811	0.7935436507936509
2005	0.8672380952380953	0.8890476190476191	0.8684126984126983	1.006952380952381	0.9430436507936508
2006	0.8282380952380952	0.849047619047619	0.8384126984126984	0.955952380952381	0.8935436507936507
2007	0.8132380952380952	0.8790476190476191	0.8217460317460318	0.962952380952381	0.9181269841269841
2008	0.7172380952380952	0.7590476190476191	0.745079365079365	0.829952380952381	0.7857103174603175
2009	0.8282380952380952	0.8690476190476191	0.8459126984126983	0.961952380952381	0.9093769841269841
2010	0.8822380952380953	0.939047619047619	0.9250793650793652	1.032952380952381	0.9875436507936508
2011	0.7472380952380953	0.819047619047619	0.7759126984126984	0.913952380952381	0.8513769841269843
2012	0.7922380952380952	0.8590476190476191	0.8384126984126984	0.922952380952381	0.8746269841269843
2013	0.8362380952380952	0.8890476190476191	0.875079365079365	0.948952380952381	0.9072936507936509
2014	0.9012380952380952	0.959047619047619	0.9417460317460318	1.013952380952381	0.9762103174603176
2015	1.0852380952380951	1.109047619047619	1.130079365079365	1.153952380952381	1.1165436507936508
2016	1.1192380952380954	1.2290476190476192	1.195079365079365	1.289952380952381	1.2282103174603174
2017	0.9992380952380953	1.139047619047619	1.1100793650793652	1.174952380952381	1.0926269841269842
2018	0.9192380952380952	1.069047619047619	1.0275793650793652	1.1089523809523811	1.0357936507936507
2019	1.0582380952380952	1.1990476190476191	1.150079365079365	1.2409523809523808	1.1727103174603173
